epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1227.72,1.3747,1.17472,1.24281,0.40822,0.39308,0.39036,0.23311,1.73011,1.66595,1.72405,0.00678414,0.00678414,0.00678414
90,1240.43,1.38423,1.18886,1.25049,0.05058,0.3077,0.0951,0.04281,2.68209,4.31376,2.41913,0.0067526,0.0067526,0.0067526
91,1253.26,1.38032,1.18527,1.24312,0.75102,0.29014,0.35369,0.20469,1.81264,2.23145,1.76926,0.00672105,0.00672105,0.00672105
92,1265.99,1.37596,1.16424,1.23705,0.62349,0.40471,0.39242,0.21355,1.80843,1.816,1.78987,0.00668951,0.00668951,0.00668951
93,1279.12,1.37637,1.15379,1.23445,0.56526,0.45289,0.44884,0.25949,1.66112,1.52868,1.70801,0.00665797,0.00665797,0.00665797
94,1291.91,1.38545,1.17898,1.2337,0.56497,0.48689,0.44849,0.25762,1.64859,1.78479,1.65095,0.00662642,0.00662642,0.00662642
95,1304.61,1.37696,1.17854,1.24535,0.54476,0.50785,0.46599,0.26542,1.60842,1.48365,1.62658,0.00659488,0.00659488,0.00659488
96,1317.28,1.39584,1.18315,1.25464,0.52936,0.48238,0.44754,0.25068,1.66508,1.48796,1.65491,0.00656333,0.00656333,0.00656333
97,1330.25,1.37221,1.17511,1.23806,0.58721,0.44157,0.419,0.23294,1.79108,1.5916,1.7392,0.00653179,0.00653179,0.00653179
98,1343.06,1.36068,1.14292,1.23083,0.58028,0.386,0.37001,0.21367,1.70744,1.73122,1.67058,0.00650025,0.00650025,0.00650025
99,1355.96,1.36619,1.14376,1.23227,0.48988,0.38725,0.37927,0.22218,1.68769,1.75471,1.68158,0.0064687,0.0064687,0.0064687
100,1369.31,1.36504,1.14955,1.23912,0.52342,0.44838,0.43696,0.25571,1.62776,1.56599,1.63864,0.00643716,0.00643716,0.00643716
101,1383.93,1.35092,1.14038,1.22131,0.67121,0.45319,0.4646,0.264,1.66004,1.51691,1.64293,0.00640561,0.00640561,0.00640561
102,1398.93,1.35779,1.16063,1.23271,0.59924,0.48624,0.48689,0.28175,1.60147,1.4591,1.60312,0.00637407,0.00637407,0.00637407
103,1412.78,1.35284,1.12781,1.22804,0.66327,0.46369,0.45996,0.2642,1.66836,1.54621,1.6577,0.00634253,0.00634253,0.00634253
104,1426.8,1.36811,1.14931,1.24333,0.57592,0.49821,0.48727,0.27857,1.61052,1.45348,1.62187,0.00631098,0.00631098,0.00631098
105,1440.14,1.3563,1.13885,1.22646,0.61184,0.47697,0.47881,0.2761,1.59094,1.47619,1.59698,0.00627944,0.00627944,0.00627944
106,1453.93,1.36281,1.12739,1.23532,0.6059,0.44752,0.45538,0.26457,1.60493,1.53424,1.6465,0.00624789,0.00624789,0.00624789
107,1466.59,1.37681,1.14609,1.23876,0.58671,0.4405,0.43817,0.25129,1.62274,1.57707,1.64552,0.00621635,0.00621635,0.00621635
108,1479.59,1.35168,1.14947,1.22313,0.59954,0.4828,0.51362,0.2985,1.55081,1.38907,1.56848,0.00618481,0.00618481,0.00618481
109,1492.8,1.3523,1.14917,1.22391,0.60591,0.50537,0.50103,0.28186,1.62132,1.43867,1.61437,0.00615326,0.00615326,0.00615326
110,1506.67,1.35324,1.12769,1.23146,0.5714,0.45583,0.45605,0.2547,1.67594,1.5048,1.64181,0.00612172,0.00612172,0.00612172
111,1519.59,1.36319,1.14493,1.23637,0.58072,0.48438,0.47688,0.28005,1.54345,1.41311,1.56375,0.00609018,0.00609018,0.00609018
112,1532.34,1.34361,1.13156,1.22352,0.573,0.44983,0.46864,0.27143,1.58947,1.50265,1.62833,0.00605863,0.00605863,0.00605863
113,1545.18,1.36005,1.14418,1.23312,0.6163,0.49236,0.49194,0.28441,1.59008,1.49562,1.62828,0.00602709,0.00602709,0.00602709
114,1558.68,1.35478,1.12877,1.23189,0.63887,0.48935,0.50606,0.29324,1.56367,1.41875,1.59509,0.00599554,0.00599554,0.00599554
115,1571.41,1.35456,1.13839,1.24087,0.60415,0.48028,0.48123,0.28159,1.59073,1.44206,1.60973,0.005964,0.005964,0.005964
