epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.9672,1.72082,2.54394,0.77288,0.0201,0.28956,0.02634,0.00981,2.14438,6.05733,2.06014,0.06646,0.00396,0.00396
2,26.5239,1.62614,1.84367,0.76068,0.2337,0.19785,0.10855,0.05072,2.16745,inf,2.0684,0.0323346,0.00795957,0.00795957
3,37.8678,1.54655,1.68159,0.73756,0.41715,0.21298,0.16698,0.08267,1.67583,5.12787,0.92969,0.0104901,0.0104901,0.0104901
4,48.2726,1.50244,1.59369,0.72155,0.46321,0.31456,0.23999,0.12254,1.66023,2.44986,0.9067,0.0104551,0.0104551,0.0104551
5,58.8532,1.46165,1.52883,0.70399,0.7132,0.2749,0.27574,0.14448,1.63678,2.01329,0.87959,0.0104202,0.0104202,0.0104202
6,69.2191,1.41969,1.46445,0.68737,0.67708,0.26185,0.29591,0.15581,1.63471,2.30351,0.88945,0.0103852,0.0103852,0.0103852
7,79.8196,1.42245,1.4516,0.69354,0.5685,0.30881,0.28941,0.15028,1.63176,3.19486,0.88185,0.0103503,0.0103503,0.0103503
8,90.237,1.38247,1.43031,0.68462,0.55009,0.32683,0.31683,0.17202,1.61041,1.9001,0.85824,0.0103153,0.0103153,0.0103153
9,100.602,1.37862,1.39446,0.67851,0.44022,0.36652,0.34045,0.16367,1.67412,2.16436,0.88764,0.0102804,0.0102804,0.0102804
10,110.971,1.38245,1.41056,0.6806,0.51476,0.37755,0.34231,0.18927,1.56616,1.78938,0.86561,0.0102454,0.0102454,0.0102454
11,121.291,1.36796,1.36187,0.67767,0.55954,0.35071,0.31694,0.17594,1.59874,1.7562,0.87785,0.0102105,0.0102105,0.0102105
12,131.758,1.34782,1.34808,0.67356,0.41077,0.39267,0.35376,0.17746,1.58993,1.78128,0.87567,0.0101755,0.0101755,0.0101755
13,142.079,1.35827,1.29283,0.66913,0.56109,0.43072,0.35583,0.19295,1.58697,1.63715,0.86645,0.0101406,0.0101406,0.0101406
