epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,290.803,1.50511,1.43205,1.31177,0.5915,0.44842,0.45767,0.26226,1.61505,1.41691,1.50328,0.0082667,0.0082667,0.0082667
43,297.291,1.50158,1.41432,1.3189,0.55967,0.38256,0.45019,0.24175,1.61418,1.40661,1.47237,0.00823516,0.00823516,0.00823516
44,304.273,1.50796,1.40519,1.32011,0.40154,0.53273,0.44065,0.22949,1.62398,1.39293,1.46255,0.00820361,0.00820361,0.00820361
45,311.465,1.48703,1.3908,1.29987,0.49506,0.50721,0.43636,0.21971,1.59125,1.36713,1.44363,0.00817207,0.00817207,0.00817207
46,318.323,1.48921,1.39252,1.30062,0.58988,0.35961,0.43546,0.25059,1.62775,1.40496,1.48431,0.00814053,0.00814053,0.00814053
47,325.227,1.51668,1.39527,1.31244,0.67424,0.43854,0.48171,0.24473,1.54566,1.4129,1.43827,0.00810898,0.00810898,0.00810898
48,332.157,1.47731,1.38845,1.28909,0.49184,0.43435,0.43956,0.24431,1.65053,1.50745,1.54237,0.00807744,0.00807744,0.00807744
49,338.905,1.48393,1.39279,1.29715,0.4928,0.42557,0.36624,0.20791,1.63549,1.40528,1.4821,0.00804589,0.00804589,0.00804589
50,345.711,1.46595,1.36493,1.29279,0.35332,0.39769,0.45204,0.231,1.60658,1.48532,1.48661,0.00801435,0.00801435,0.00801435
51,352.644,1.47388,1.37544,1.295,0.41671,0.48652,0.40333,0.22126,1.53242,1.60025,1.42809,0.00798281,0.00798281,0.00798281
52,359.428,1.49519,1.39308,1.30385,0.53146,0.54116,0.45593,0.24317,1.58375,1.31048,1.47779,0.00795126,0.00795126,0.00795126
53,366.289,1.49035,1.3726,1.29914,0.65341,0.43638,0.49188,0.24947,1.60149,1.38776,1.48061,0.00791972,0.00791972,0.00791972
54,373.125,1.46983,1.37394,1.29308,0.45491,0.4573,0.44889,0.23797,1.60847,1.36772,1.50916,0.00788818,0.00788818,0.00788818
55,380.143,1.45472,1.33998,1.28365,0.44321,0.48251,0.44752,0.25933,1.56418,1.33174,1.45243,0.00785663,0.00785663,0.00785663
56,387.012,1.45907,1.34599,1.28941,0.47202,0.48103,0.46311,0.26891,1.55297,1.43962,1.46456,0.00782509,0.00782509,0.00782509
57,393.88,1.47821,1.3492,1.28057,0.49319,0.4539,0.43204,0.25611,1.55353,1.36618,1.43634,0.00779354,0.00779354,0.00779354
58,400.712,1.45619,1.3431,1.28688,0.62336,0.39122,0.44025,0.23685,1.62277,1.33216,1.47829,0.007762,0.007762,0.007762
59,407.445,1.45731,1.33916,1.28143,0.52114,0.47815,0.41779,0.21903,1.68638,1.39777,1.49791,0.00773046,0.00773046,0.00773046
60,414.19,1.4479,1.33167,1.27088,0.50527,0.47698,0.46584,0.27136,1.56209,1.41454,1.44438,0.00769891,0.00769891,0.00769891
61,420.488,1.44557,1.34203,1.28277,0.43121,0.51569,0.41645,0.23597,1.56948,1.45665,1.44473,0.00766737,0.00766737,0.00766737
62,426.956,1.43545,1.32692,1.27255,0.51888,0.47169,0.42823,0.23951,1.60142,1.4108,1.49947,0.00763582,0.00763582,0.00763582
63,433.358,1.46,1.34513,1.28266,0.40908,0.52465,0.45077,0.23809,1.64386,1.39989,1.51179,0.00760428,0.00760428,0.00760428
64,439.843,1.44792,1.33257,1.29021,0.5033,0.45361,0.42983,0.23651,1.59281,1.40142,1.50085,0.00757274,0.00757274,0.00757274
65,446.237,1.47171,1.35567,1.29766,0.52305,0.45712,0.40847,0.20989,1.6069,1.47275,1.53207,0.00754119,0.00754119,0.00754119
66,452.643,1.44591,1.32328,1.28007,0.70359,0.40041,0.46357,0.23753,1.59759,1.37392,1.48415,0.00750965,0.00750965,0.00750965
67,459.027,1.43926,1.30491,1.26777,0.61323,0.51282,0.49588,0.2638,1.65911,1.35875,1.50178,0.00747811,0.00747811,0.00747811
68,465.458,1.43791,1.32635,1.28101,0.4587,0.5122,0.44627,0.24826,1.59304,1.38503,1.45799,0.00744656,0.00744656,0.00744656
69,471.839,1.44264,1.31464,1.27968,0.52055,0.47538,0.43221,0.2249,1.57426,1.37637,1.4436,0.00741502,0.00741502,0.00741502
70,478.223,1.4561,1.3517,1.29434,0.46809,0.42006,0.43688,0.25593,1.54648,1.36841,1.44779,0.00738347,0.00738347,0.00738347
71,484.696,1.4418,1.30598,1.28289,0.48594,0.44363,0.45813,0.26986,1.63236,1.38891,1.52327,0.00735193,0.00735193,0.00735193
72,491.1,1.44491,1.29995,1.26815,0.49235,0.45817,0.47426,0.23235,1.61401,1.34342,1.49565,0.00732039,0.00732039,0.00732039
73,497.512,1.45485,1.31632,1.27709,0.70443,0.37416,0.4346,0.23498,1.57582,1.3653,1.49256,0.00728884,0.00728884,0.00728884
74,503.907,1.43514,1.27978,1.27559,0.53679,0.48137,0.46735,0.24066,1.6038,1.36201,1.46031,0.0072573,0.0072573,0.0072573
75,510.215,1.43249,1.32677,1.26945,0.50319,0.51025,0.42753,0.2487,1.52847,1.35218,1.44048,0.00722575,0.00722575,0.00722575
76,516.444,1.43362,1.2838,1.2695,0.47109,0.53468,0.43213,0.23916,1.58884,1.32225,1.46294,0.00719421,0.00719421,0.00719421
77,522.965,1.44171,1.30141,1.27892,0.5283,0.53467,0.46716,0.25726,1.5455,1.30719,1.44347,0.00716267,0.00716267,0.00716267
78,529.445,1.43556,1.30347,1.27304,0.57926,0.35766,0.45573,0.25167,1.54725,1.40822,1.41572,0.00713112,0.00713112,0.00713112
79,535.812,1.42047,1.29687,1.26311,0.58275,0.48528,0.4793,0.27267,1.55602,1.31635,1.44211,0.00709958,0.00709958,0.00709958
80,542.163,1.44184,1.30563,1.26934,0.56247,0.54706,0.47508,0.27069,1.5975,1.33199,1.48426,0.00706804,0.00706804,0.00706804
81,548.524,1.43145,1.26799,1.27182,0.39324,0.52765,0.40651,0.2291,1.59822,1.33883,1.44894,0.00703649,0.00703649,0.00703649
82,554.875,1.40746,1.26456,1.26463,0.45956,0.48702,0.41775,0.23894,1.60811,1.31215,1.48275,0.00700495,0.00700495,0.00700495
83,561.325,1.42632,1.30016,1.27309,0.71218,0.37214,0.46071,0.26399,1.60143,1.38276,1.45866,0.0069734,0.0069734,0.0069734
84,567.745,1.42336,1.29463,1.26155,0.61696,0.4778,0.46022,0.27,1.60507,1.37654,1.51145,0.00694186,0.00694186,0.00694186
85,574.008,1.41992,1.27763,1.27517,0.48401,0.45409,0.47977,0.26058,1.6489,1.42592,1.55368,0.00691032,0.00691032,0.00691032
86,580.332,1.42563,1.28353,1.26533,0.57119,0.48339,0.51592,0.2779,1.61096,1.31675,1.48814,0.00687877,0.00687877,0.00687877
